Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,VIX_Close,Economic_News_Flag,Sentiment_Score,Federal_Rate_Change_Flag,GeoPolitical_Risk_Score,Currency_Index
2002-11-25,49.15,47.85,49.3,47.74,18794489,-2.645,1.56,22.28,1,-0.547,1,13.35,90.94
2002-11-26,47.85,47.52,48.39,47.38,9000141,-0.6897,1.01,28.23,1,-0.086,0,37.63,107.94
2002-11-27,47.52,46.79,47.92,46.73,13772183,-1.5362,1.19,42.25,0,0.956,1,58.78,116.32
2002-11-28,46.79,46.47,47.11,46.11,13327177,-0.6839,1.0,20.91,0,0.391,0,61.75,87.74
2002-11-29,46.47,48.4,48.44,46.36,703299,4.1532,2.08,45.31,1,-0.424,1,57.5,105.71
2002-12-02,48.4,47.07,49.21,46.47,11148996,-2.7479,2.74,20.59,0,-0.359,1,16.94,107.13
2002-12-03,47.07,45.91,47.59,45.77,6978319,-2.4644,1.82,25.26,0,0.862,0,64.39,117.39
2002-12-04,45.91,47.02,49.2,45.4,3500593,2.4178,3.8,25.75,1,-0.079,1,84.99,86.3
2002-12-05,47.02,49.92,50.33,46.5,1514543,6.1676,3.83,36.38,1,-0.541,0,67.3,101.4
2002-12-06,49.92,49.7,50.17,48.84,18852903,-0.4407,1.33,14.87,1,0.094,0,24.69,95.97
2002-12-09,49.7,49.0,49.72,48.19,13318173,-1.4085,1.53,20.83,1,0.458,0,97.14,99.84
2002-12-10,49.0,48.01,49.87,47.78,9142257,-2.0204,2.09,14.93,1,-0.008,1,8.26,91.07
2002-12-11,48.01,47.94,48.19,47.17,17243882,-0.1458,1.02,15.57,1,-0.428,1,27.6,91.99
2002-12-12,47.94,48.55,49.28,47.2,13061685,1.2724,2.08,27.66,0,0.274,1,13.67,84.59
2002-12-13,48.55,49.02,50.72,48.01,17162182,0.9681,2.71,34.71,0,0.409,0,74.51,117.43
2002-12-16,49.02,48.83,49.72,48.03,18342737,-0.3876,1.69,33.79,0,0.15,0,92.29,113.08
2002-12-17,48.83,50.56,50.62,48.8,8112204,3.5429,1.82,39.76,1,-0.493,1,82.51,116.34
2002-12-18,50.56,52.34,53.56,50.32,17644039,3.5206,3.24,36.01,0,-0.891,0,21.71,89.06
2002-12-19,52.34,52.36,52.69,50.88,18569483,0.0382,1.81,41.73,1,-0.568,0,73.02,110.55
2002-12-20,52.36,52.09,52.46,51.71,14506999,-0.5157,0.75,45.72,1,-0.219,1,95.86,114.75
2002-12-23,52.09,50.36,52.29,49.6,2080957,-3.3212,2.69,33.62,1,0.455,1,81.49,83.78
2002-12-24,50.36,51.64,53.42,49.48,10704804,2.5417,3.94,48.59,0,0.854,0,2.5,95.25
2002-12-25,51.64,51.83,52.39,51.43,8690619,0.3679,0.96,20.11,0,0.36,0,66.92,82.43
2002-12-26,51.83,51.62,51.94,51.56,4673788,-0.4052,0.38,40.25,1,-0.988,1,80.21,97.0
2002-12-27,51.62,52.6,53.17,50.81,3836582,1.8985,2.36,37.21,1,0.248,0,86.77,82.45
2002-12-30,52.6,53.86,54.08,51.68,16456324,2.3954,2.4,33.85,0,-0.81,0,3.15,99.8
2002-12-31,53.86,55.1,56.44,53.67,11200574,2.3023,2.77,14.8,1,0.609,1,69.38,108.15
2003-01-01,55.1,54.74,55.59,53.29,15301276,-0.6534,2.3,25.52,0,-0.366,1,63.71,101.6
2003-01-02,54.74,53.51,54.78,52.78,11477260,-2.247,2.0,35.2,0,-0.476,1,65.24,106.33
2003-01-03,53.51,52.18,55.8,51.79,8987373,-2.4855,4.01,41.8,0,0.001,1,10.12,111.54
2003-01-06,52.18,51.89,52.37,50.8,4960622,-0.5558,1.57,10.75,0,-0.02,1,17.59,99.92
2003-01-07,51.89,51.14,52.48,51.05,12111629,-1.4454,1.43,18.7,1,-0.648,0,18.26,97.66
2003-01-08,51.14,51.47,52.04,50.23,7487361,0.6453,1.81,46.21,0,0.76,0,75.52,102.48
2003-01-09,51.47,52.58,53.59,49.7,16680842,2.1566,3.89,11.32,1,0.914,1,19.9,90.41
2003-01-10,52.58,52.64,52.73,51.46,397932,0.1141,1.27,15.06,1,-0.593,0,19.32,110.6
2003-01-13,52.64,52.65,54.22,52.48,17052421,0.019,1.74,40.94,0,-0.465,1,33.98,84.01
2003-01-14,52.65,52.31,53.08,51.81,761904,-0.6458,1.27,33.35,1,-0.894,1,20.1,109.43
2003-01-15,52.31,50.89,53.56,49.54,7568429,-2.7146,4.02,48.65,0,-0.146,0,55.9,119.31
2003-01-16,50.89,50.39,51.39,49.73,4975134,-0.9825,1.66,46.83,0,-0.305,1,39.82,83.31
2003-01-17,50.39,50.18,50.81,48.38,6178164,-0.4167,2.43,38.03,1,-0.408,0,8.35,102.18
2003-01-20,50.18,49.61,50.49,49.57,1191142,-1.1359,0.92,15.29,0,0.829,0,22.87,88.09
2003-01-21,49.61,50.54,51.31,49.41,6183329,1.8746,1.9,21.4,1,-0.38,1,47.43,87.11
2003-01-22,50.54,49.97,51.2,49.93,6090764,-1.1278,1.27,25.27,1,-0.269,1,73.65,85.23
2003-01-23,49.97,51.47,52.37,48.67,7986977,3.0018,3.7,17.63,0,-0.181,1,42.63,116.84
2003-01-24,51.47,50.96,52.1,50.84,13307506,-0.9909,1.26,46.18,1,-0.327,1,18.16,105.78
2003-01-27,50.96,52.69,53.09,50.54,10333595,3.3948,2.55,24.02,0,0.32,1,17.35,98.15
2003-01-28,52.69,53.62,53.74,51.57,8306594,1.765,2.17,27.6,0,0.867,1,20.72,90.63
2003-01-29,53.62,53.92,54.19,53.14,322482,0.5595,1.05,30.79,0,-0.884,0,89.0,98.41
2003-01-30,53.92,54.88,55.51,53.34,14825885,1.7804,2.17,49.16,1,-0.873,1,70.63,82.72
2003-01-31,54.88,54.47,57.2,53.02,6889328,-0.7471,4.18,30.41,1,0.999,1,39.49,90.99
2003-02-03,54.47,53.4,54.91,51.68,812179,-1.9644,3.23,28.03,1,0.543,0,83.51,117.23
2003-02-04,53.4,53.03,55.18,52.9,4741612,-0.6929,2.28,10.35,0,-0.255,1,27.85,103.91
2003-02-05,53.03,52.05,53.95,51.4,3571312,-1.848,2.55,13.49,0,0.037,1,43.76,85.96
2003-02-06,52.05,51.7,52.12,50.02,9298823,-0.6724,2.1,40.5,0,0.554,0,40.84,109.63
2003-02-07,51.7,50.98,52.58,48.5,17098698,-1.3926,4.08,18.88,1,-0.802,0,72.23,85.71
2003-02-10,50.98,49.93,51.21,49.71,5343058,-2.0596,1.5,31.69,0,-0.328,1,78.97,98.31
2003-02-11,49.93,50.19,50.19,48.54,15093665,0.5207,1.65,14.28,1,0.484,0,77.92,112.91
2003-02-12,50.19,51.06,52.98,48.27,6450134,1.7334,4.71,45.35,1,0.297,0,94.53,120.0
2003-02-13,51.06,51.34,52.6,49.79,5950692,0.5484,2.81,24.86,1,-0.195,0,90.94,96.93
2003-02-14,51.34,51.0,51.47,50.28,2660392,-0.6623,1.19,13.68,1,-0.201,1,40.61,97.79
2003-02-17,51.0,50.49,52.3,48.81,19760579,-1.0,3.49,16.72,0,0.907,0,4.53,98.98
2003-02-18,50.49,51.08,51.14,49.03,2720762,1.1685,2.11,21.46,0,0.554,1,71.78,108.69
2003-02-19,51.08,51.4,52.07,50.05,4406460,0.6265,2.02,17.78,0,0.951,1,37.37,110.42
2003-02-20,51.4,52.57,53.5,50.06,6873441,2.2763,3.44,39.61,0,0.014,1,27.3,116.92
2003-02-21,52.57,52.78,52.97,51.95,12740538,0.3995,1.02,26.73,1,0.207,1,51.32,91.45
2003-02-24,52.78,52.16,52.82,51.2,4109620,-1.1747,1.62,38.02,0,0.387,0,86.74,80.27
2003-02-25,52.16,52.96,53.08,51.93,4362409,1.5337,1.15,14.88,0,-0.2,1,67.33,107.75
2003-02-26,52.96,53.16,53.9,52.43,3666638,0.3776,1.47,24.79,0,-0.265,0,92.32,98.87
2003-02-27,53.16,53.17,54.28,52.27,19971879,0.0188,2.01,35.19,1,-0.966,1,60.11,83.58
2003-02-28,53.17,51.9,54.86,51.89,3679046,-2.3886,2.97,16.32,1,-0.258,1,5.07,91.78
2003-03-03,51.9,49.2,52.71,49.16,15736047,-5.2023,3.55,31.66,1,-0.546,1,1.4,83.39
2003-03-04,49.2,49.41,50.1,48.85,2721716,0.4268,1.25,14.57,0,-0.231,1,59.89,85.39
2003-03-05,49.41,50.16,50.82,48.69,17277022,1.5179,2.13,19.89,1,-0.256,1,88.81,112.16
2003-03-06,50.16,50.43,51.02,48.29,11914230,0.5383,2.73,37.83,0,-0.472,0,58.13,104.86
2003-03-07,50.43,49.29,50.95,48.89,18518099,-2.2606,2.06,13.58,1,0.679,1,29.77,90.11
2003-03-10,49.29,48.96,49.56,48.3,19071719,-0.6695,1.26,17.02,0,0.922,0,71.6,84.33
2003-03-11,48.96,50.73,51.4,48.08,13886293,3.6152,3.32,43.77,1,0.077,1,95.2,89.55
2003-03-12,50.73,51.06,51.6,49.6,12997549,0.6505,2.0,47.72,1,0.776,1,98.34,99.6
2003-03-13,51.06,51.2,52.08,50.43,15610102,0.2742,1.65,49.92,1,0.631,0,8.2,91.59
2003-03-14,51.2,50.94,51.96,50.56,13687849,-0.5078,1.4,40.99,0,0.859,0,41.22,86.3
2003-03-17,50.94,51.83,52.52,50.05,2534900,1.7472,2.47,34.26,0,0.854,1,68.72,81.17
2003-03-18,51.83,51.59,52.05,51.14,19129896,-0.4631,0.91,25.26,0,-0.892,1,23.88,103.23
2003-03-19,51.59,50.66,52.24,49.62,4386846,-1.8027,2.62,33.78,1,-0.541,0,1.21,100.33
2003-03-20,50.66,50.8,51.0,50.49,1379097,0.2764,0.51,18.92,1,0.133,0,6.0,89.3
2003-03-21,50.8,50.82,51.02,50.66,19061832,0.0394,0.36,32.79,1,0.397,1,48.92,114.05
2003-03-24,50.82,50.5,50.86,50.39,6942521,-0.6297,0.47,17.65,0,0.724,1,20.21,84.7
2003-03-25,50.5,48.91,51.11,48.11,8434556,-3.1485,3.0,19.36,0,-0.88,1,1.9,116.89
2003-03-26,48.91,50.23,51.89,47.89,11277902,2.6988,4.0,42.7,1,-0.847,1,86.14,99.64
2003-03-27,50.23,48.99,50.27,48.15,9930766,-2.4686,2.12,25.31,1,-0.634,1,74.19,119.55
2003-03-28,48.99,48.54,49.34,47.73,19313231,-0.9186,1.61,21.02,1,0.699,1,86.57,81.89
2003-03-31,48.54,49.61,50.21,45.87,3286448,2.2044,4.34,44.91,0,-0.382,1,88.09,80.35
2003-04-01,49.61,48.44,49.89,47.08,16473381,-2.3584,2.81,45.13,1,-0.843,1,90.46,90.16
2003-04-02,48.44,48.83,50.81,47.15,8439846,0.8051,3.66,21.55,0,0.598,1,73.0,108.63
2003-04-03,48.83,48.58,49.69,47.16,5627646,-0.512,2.53,11.52,1,-0.615,1,65.34,95.21
2003-04-04,48.58,50.31,52.35,48.01,15661490,3.5611,4.34,18.67,1,-0.748,0,81.73,109.68
2003-04-07,50.31,50.67,51.18,49.53,11179065,0.7156,1.65,19.04,0,-0.305,0,7.93,112.91
2003-04-08,50.67,51.0,51.25,50.08,16992827,0.6513,1.17,29.61,0,0.446,0,57.5,91.5
2003-04-09,51.0,50.83,51.85,50.64,19917552,-0.3333,1.21,29.06,0,-0.66,1,0.1,89.08
2003-04-10,50.83,50.27,50.91,49.8,18444057,-1.1017,1.11,27.4,0,-0.011,0,12.93,98.94
2003-04-11,50.27,50.58,50.97,49.68,3804251,0.6167,1.29,12.85,1,-0.292,1,27.98,88.44
2003-04-14,50.58,50.43,51.9,49.98,10199122,-0.2966,1.92,36.93,0,-0.988,0,31.98,89.53
2003-04-15,50.43,50.71,51.29,50.18,5347190,0.5552,1.11,15.12,1,-0.325,0,81.95,83.87
2003-04-16,50.71,48.56,51.21,48.45,2325390,-4.2398,2.76,39.93,1,-0.029,0,52.5,83.31
2003-04-17,48.56,48.64,48.92,47.47,8134873,0.1647,1.45,16.58,1,-0.591,1,9.41,93.2
2003-04-18,48.64,48.69,49.34,47.2,9845472,0.1028,2.14,33.41,0,-0.547,0,13.71,88.9
2003-04-21,48.69,48.32,49.32,47.28,15402453,-0.7599,2.04,43.63,1,-0.791,1,67.45,119.29
2003-04-22,48.32,48.61,49.45,48.07,15739064,0.6002,1.38,17.96,0,-0.424,0,4.68,117.66
2003-04-23,48.61,49.03,49.4,47.79,10936685,0.864,1.61,40.27,1,0.253,0,47.71,93.13
2003-04-24,49.03,48.81,49.34,46.84,253106,-0.4487,2.5,20.16,0,0.452,1,8.88,90.08
2003-04-25,48.81,48.85,50.19,46.54,15399328,0.082,3.65,36.43,0,0.876,1,97.69,84.32
2003-04-28,48.85,48.04,48.96,46.73,14346151,-1.6581,2.23,47.36,1,0.711,1,42.41,86.32
2003-04-29,48.04,47.61,48.26,47.5,6227740,-0.8951,0.76,22.29,1,-0.785,1,51.63,95.93
2003-04-30,47.61,46.88,47.79,46.62,13161402,-1.5333,1.17,42.94,0,0.495,0,99.67,115.8
2003-05-01,46.88,44.5,47.08,43.73,5824428,-5.0768,3.35,15.22,0,0.077,1,80.98,95.15
2003-05-02,44.5,45.44,45.98,44.49,18869129,2.1124,1.49,37.97,1,0.08,0,9.83,101.84
2003-05-05,45.44,45.17,46.15,43.51,10194805,-0.5942,2.64,19.27,1,-0.38,1,66.8,101.52
2003-05-06,45.17,45.22,45.76,44.54,7697460,0.1107,1.22,22.34,1,-0.063,1,87.19,119.15
2003-05-07,45.22,44.31,46.03,43.24,19265142,-2.0124,2.79,22.55,0,0.434,1,70.54,94.54
2003-05-08,44.31,45.01,46.57,43.15,3443144,1.5798,3.42,38.58,1,0.525,1,94.12,82.6
2003-05-09,45.01,44.92,45.3,43.87,17606151,-0.2,1.43,36.47,0,-0.099,0,57.61,111.21
2003-05-12,44.92,44.55,45.34,43.58,18413149,-0.8237,1.76,16.57,0,0.41,1,83.61,87.06
2003-05-13,44.55,44.85,45.17,42.94,7504376,0.6734,2.23,43.73,0,0.419,1,48.06,106.03
2003-05-14,44.85,46.4,46.46,43.39,4191485,3.456,3.07,22.32,0,0.824,0,37.47,115.29
2003-05-15,46.4,44.12,46.54,41.97,17537973,-4.9138,4.57,22.11,1,-0.149,1,23.0,101.47
2003-05-16,44.12,43.81,44.68,42.46,13048701,-0.7026,2.22,17.13,1,-0.527,0,52.87,103.74
2003-05-19,43.81,44.27,44.86,43.59,9854800,1.05,1.27,17.18,0,-0.305,1,15.08,96.4
2003-05-20,44.27,43.18,44.31,42.71,16164012,-2.4622,1.6,30.84,1,-0.157,0,79.5,117.74
2003-05-21,43.18,43.98,44.81,43.1,3118213,1.8527,1.71,24.92,0,-0.607,1,42.78,93.25
2003-05-22,43.98,43.34,44.98,43.15,17970887,-1.4552,1.83,26.52,1,-0.766,0,21.59,116.92
2003-05-23,43.34,42.21,43.63,42.19,19749453,-2.6073,1.44,25.61,1,0.826,0,64.32,104.85
2003-05-26,42.21,42.79,43.27,41.65,1548853,1.3741,1.62,37.4,1,-0.416,0,95.86,103.55
2003-05-27,42.79,42.25,44.23,41.17,2301984,-1.262,3.06,13.32,0,0.875,1,21.72,103.68
2003-05-28,42.25,43.35,43.5,41.41,516349,2.6036,2.09,22.23,0,0.412,0,39.15,110.23
2003-05-29,43.35,42.96,44.99,42.21,15284203,-0.8997,2.78,48.36,0,-0.394,0,69.8,86.5
2003-05-30,42.96,43.0,44.11,41.72,14703790,0.0931,2.39,29.25,0,-0.377,1,15.53,85.48
2003-06-02,43.0,42.99,45.07,42.02,3732252,-0.0233,3.05,15.22,1,-0.419,1,58.66,116.75
2003-06-03,42.99,41.98,44.14,41.46,19535815,-2.3494,2.68,30.07,1,-0.11,0,55.73,114.63
2003-06-04,41.98,41.8,43.07,41.23,16969697,-0.4288,1.84,43.5,1,-0.891,0,37.24,91.67
2003-06-05,41.8,41.83,42.72,41.49,5449940,0.0718,1.23,24.43,0,-0.78,1,43.78,118.73
2003-06-06,41.83,41.16,42.25,40.06,5130306,-1.6017,2.19,31.69,1,-0.952,1,60.49,101.29
2003-06-09,41.16,39.98,41.78,38.64,5886294,-2.8669,3.14,46.58,1,-0.852,1,3.09,96.04
2003-06-10,39.98,40.21,41.68,39.77,13222053,0.5753,1.91,32.23,0,-0.147,0,19.23,111.49
2003-06-11,40.21,39.58,40.41,39.49,1009979,-1.5668,0.92,36.31,0,-0.899,0,94.25,89.47
2003-06-12,39.58,40.86,41.69,37.4,8765228,3.234,4.29,10.86,0,-0.176,1,26.76,116.52
2003-06-13,40.86,41.92,42.81,40.32,18359766,2.5942,2.49,42.16,1,0.704,0,76.29,117.32
2003-06-16,41.92,42.27,42.98,41.92,10669014,0.8349,1.06,43.22,1,-0.2,0,24.66,119.3
2003-06-17,42.27,42.05,42.31,42.0,11532975,-0.5205,0.31,33.85,0,-0.532,1,78.92,92.53
2003-06-18,42.05,40.18,42.64,38.3,2034732,-4.4471,4.34,13.66,1,-0.313,1,6.7,99.58
2003-06-19,40.18,39.66,40.7,39.48,9084475,-1.2942,1.22,48.99,1,0.099,0,67.06,109.38
2003-06-20,39.66,38.61,42.1,37.99,8018053,-2.6475,4.11,37.37,1,-0.899,1,13.6,119.81
2003-06-23,38.61,38.99,39.78,38.54,2280217,0.9842,1.24,27.74,1,-0.091,1,52.91,100.14
2003-06-24,38.99,39.21,39.31,38.73,10349187,0.5642,0.58,45.04,0,0.145,0,20.66,96.34
2003-06-25,39.21,38.6,40.1,38.18,19863057,-1.5557,1.92,26.3,0,0.636,1,13.43,116.0
2003-06-26,38.6,40.09,40.79,35.47,8009670,3.8601,5.32,35.68,1,0.313,1,17.03,99.84
2003-06-27,40.09,39.26,40.77,39.01,10023772,-2.0703,1.76,18.96,1,-0.243,0,52.15,84.67
2003-06-30,39.26,40.42,40.5,39.2,14631842,2.9547,1.3,45.72,0,0.646,1,89.37,82.29
2003-07-01,40.42,41.91,42.91,39.71,12832829,3.6863,3.2,31.17,0,-0.792,1,52.86,117.58
2003-07-02,41.91,41.76,43.44,41.32,12198363,-0.3579,2.12,19.46,1,-0.493,0,36.33,89.53
2003-07-03,41.76,42.48,43.17,41.22,14074133,1.7241,1.95,13.44,0,0.117,1,46.44,103.32
2003-07-04,42.48,43.11,44.48,42.48,9673256,1.4831,2.0,45.96,1,0.816,1,69.03,99.62
2003-07-07,43.11,42.78,43.35,40.6,6121310,-0.7655,2.75,17.89,1,-0.144,1,60.98,85.55
2003-07-08,42.78,41.96,44.14,40.07,4994280,-1.9168,4.07,49.6,1,0.719,1,7.54,105.56
2003-07-09,41.96,42.89,43.5,41.03,14976732,2.2164,2.47,15.71,0,-0.481,0,74.97,113.87
2003-07-10,42.89,41.84,42.96,41.65,1017878,-2.4481,1.31,28.43,1,-0.176,0,82.4,81.76
2003-07-11,41.84,43.95,44.9,40.97,9137199,5.043,3.93,31.21,1,-0.108,0,66.85,87.97
2003-07-14,43.95,43.82,44.92,43.51,8505742,-0.2958,1.41,19.85,0,0.166,0,44.22,104.7
2003-07-15,43.82,43.76,43.83,43.3,19861055,-0.1369,0.53,49.73,1,0.598,1,51.33,92.44
2003-07-16,43.76,43.49,44.27,41.49,7352463,-0.617,2.78,33.1,1,0.856,0,22.14,98.62
2003-07-17,43.49,45.23,46.16,43.0,18195670,4.0009,3.16,32.85,0,-0.151,1,60.48,104.65
2003-07-18,45.23,43.32,46.12,43.19,8742664,-4.2229,2.93,44.96,1,-0.101,1,89.38,92.84
2003-07-21,43.32,43.11,44.47,42.91,14598200,-0.4848,1.56,33.26,0,-0.789,0,0.3,101.85
2003-07-22,43.11,43.75,43.94,42.64,9777564,1.4846,1.3,29.09,1,0.416,1,41.43,115.35
2003-07-23,43.75,44.14,47.07,43.44,12016779,0.8914,3.63,29.05,1,-0.163,0,10.97,106.7
2003-07-24,44.14,45.9,46.83,43.59,4786008,3.9873,3.24,38.58,1,0.315,0,38.6,85.5
2003-07-25,45.9,44.79,48.07,44.31,17453506,-2.4183,3.76,23.97,1,0.206,0,10.92,99.55
2003-07-28,44.79,44.05,44.91,43.0,239535,-1.6522,1.91,30.42,1,-0.988,1,14.84,119.59
2003-07-29,44.05,44.61,46.41,43.44,13328082,1.2713,2.97,22.93,1,-0.92,0,81.65,99.8
2003-07-30,44.61,41.58,45.8,39.21,18300404,-6.7922,6.59,45.74,1,0.736,1,61.61,99.23
2003-07-31,41.58,40.58,41.81,40.34,3179508,-2.405,1.47,18.22,0,-0.673,0,95.61,118.88
2003-08-01,40.58,40.55,40.81,39.72,11468466,-0.0739,1.09,33.04,1,-0.049,0,33.14,117.51
2003-08-04,40.55,40.18,40.7,39.4,7986933,-0.9125,1.3,22.83,1,-0.294,1,67.12,119.71
2003-08-05,40.18,41.31,42.35,39.94,13677682,2.8123,2.41,32.12,0,0.116,1,64.58,88.66
2003-08-06,41.31,40.76,41.53,40.74,8225304,-1.3314,0.79,30.85,1,-0.38,0,35.79,107.73
2003-08-07,40.76,42.3,42.47,40.46,11397488,3.7782,2.01,28.52,0,-0.168,1,65.85,82.53
2003-08-08,42.3,42.27,43.49,42.26,12503172,-0.0709,1.23,28.07,0,-0.659,1,49.59,107.1
2003-08-11,42.27,42.11,43.54,42.11,19904365,-0.3785,1.43,27.64,0,-0.006,0,85.75,111.37
2003-08-12,42.11,43.83,44.91,40.86,15548360,4.0845,4.05,26.44,0,0.736,1,62.5,108.07
2003-08-13,43.83,43.44,44.81,42.67,3861978,-0.8898,2.14,15.69,0,0.907,1,55.14,90.46
2003-08-14,43.44,43.31,44.04,42.02,376995,-0.2993,2.02,47.11,1,-0.589,0,72.59,99.83
2003-08-15,43.31,46.54,46.97,42.07,7137359,7.4579,4.9,49.08,0,-0.701,1,8.33,114.49
2003-08-18,46.54,47.03,47.74,46.2,4118989,1.0529,1.54,28.51,1,-0.64,1,62.64,95.88
2003-08-19,47.03,46.85,48.5,46.62,5588529,-0.3827,1.88,27.77,0,-0.163,0,12.18,118.74
2003-08-20,46.85,45.98,48.04,45.46,9453726,-1.857,2.58,26.1,0,-0.818,1,25.62,117.36
2003-08-21,45.98,46.18,46.47,45.45,7554846,0.435,1.02,18.73,0,0.639,1,60.51,87.39
2003-08-22,46.18,46.43,46.57,46.08,14281091,0.5414,0.49,13.05,1,-0.476,1,52.54,110.9
2003-08-25,46.43,46.58,46.64,46.1,2247065,0.3231,0.54,10.93,1,-0.14,0,9.73,86.3
2003-08-26,46.58,46.97,48.06,46.51,15922336,0.8373,1.55,32.56,1,-0.543,1,84.52,83.25
2003-08-27,46.97,46.9,47.09,45.24,18718949,-0.149,1.85,38.34,1,-0.622,1,6.79,109.31
2003-08-28,46.9,46.4,47.16,45.56,10401155,-1.0661,1.6,13.68,0,-0.949,1,21.25,80.87
2003-08-29,46.4,45.2,46.48,43.89,9302088,-2.5862,2.59,29.54,0,-0.124,0,54.0,88.98
2003-09-01,45.2,44.79,45.88,43.89,4948393,-0.9071,1.99,16.81,0,0.743,1,94.52,115.03
2003-09-02,44.79,45.08,45.46,44.38,9767060,0.6475,1.08,16.22,1,-0.53,1,55.97,97.31
2003-09-03,45.08,43.82,45.21,43.61,9723730,-2.795,1.6,39.39,1,-0.656,1,95.88,112.88
2003-09-04,43.82,44.08,44.67,43.77,9292425,0.5933,0.9,46.88,1,-0.143,0,20.63,85.38
2003-09-05,44.08,43.82,44.98,43.81,3275427,-0.5898,1.17,46.25,0,0.809,1,46.88,97.2
2003-09-08,43.82,43.69,44.21,43.12,16415620,-0.2967,1.09,21.35,0,-0.291,0,98.85,102.27
2003-09-09,43.69,43.84,44.36,43.56,7465458,0.3433,0.8,20.35,1,-0.214,0,90.56,88.9
2003-09-10,43.84,43.43,44.26,42.37,17899784,-0.9352,1.89,30.31,0,0.777,1,94.4,118.6
2003-09-11,43.43,42.77,44.4,41.41,16302330,-1.5197,2.99,48.75,1,-0.091,0,90.05,111.83
2003-09-12,42.77,42.55,43.66,41.86,7239320,-0.5144,1.8,11.76,0,0.236,1,30.5,91.6
2003-09-15,42.55,42.24,43.93,40.59,8378639,-0.7286,3.34,47.31,1,-0.505,0,59.73,84.51
2003-09-16,42.24,43.11,43.14,41.31,8841016,2.0597,1.83,16.0,0,-0.003,1,72.36,102.08
2003-09-17,43.11,43.01,44.59,42.73,16916490,-0.232,1.86,23.83,1,0.267,0,52.79,107.12
2003-09-18,43.01,42.54,44.22,41.95,12251566,-1.0928,2.27,21.1,1,-0.188,1,1.25,101.13
2003-09-19,42.54,43.83,44.19,41.79,2060760,3.0324,2.4,37.56,0,0.799,0,61.49,119.93
2003-09-22,43.83,43.73,44.41,42.66,2386229,-0.2282,1.75,39.55,1,0.212,0,36.58,111.23
2003-09-23,43.73,44.84,45.53,43.59,5638226,2.5383,1.94,40.44,0,0.812,1,3.97,91.2
2003-09-24,44.84,45.04,45.54,44.81,11284840,0.446,0.73,13.13,1,-0.572,1,95.04,115.89
2003-09-25,45.04,45.59,46.47,43.08,19334708,1.2211,3.39,13.24,1,-0.954,1,22.67,107.56
2003-09-26,45.59,45.44,46.2,45.19,2285979,-0.329,1.01,46.17,0,-0.398,0,13.07,103.18
2003-09-29,45.44,45.87,46.09,43.8,18415879,0.9463,2.29,41.81,0,0.836,1,85.84,104.11
2003-09-30,45.87,46.61,47.55,45.57,2138916,1.6133,1.98,46.72,1,0.633,1,5.64,91.77
2003-10-01,46.61,46.4,47.53,45.03,6757878,-0.4505,2.5,37.69,0,0.195,1,32.97,111.59
2003-10-02,46.4,46.7,49.53,45.26,1427453,0.6466,4.27,12.31,0,0.317,0,71.55,103.07
2003-10-03,46.7,46.12,47.72,44.93,1124360,-1.242,2.79,37.47,1,0.817,1,32.3,97.81
2003-10-06,46.12,45.4,46.15,42.74,11991938,-1.5611,3.41,46.14,1,0.677,0,45.12,106.99
2003-10-07,45.4,43.85,46.0,42.66,17931275,-3.4141,3.34,23.28,1,0.595,1,7.68,118.79
2003-10-08,43.85,44.09,44.84,43.49,6695543,0.5473,1.35,14.3,1,-0.928,0,87.51,117.47
2003-10-09,44.09,43.03,44.48,42.11,5269138,-2.4042,2.37,13.28,0,0.054,0,0.24,98.03
2003-10-10,43.03,44.15,44.88,42.56,13800784,2.6028,2.32,14.45,0,-0.073,1,62.78,81.86
2003-10-13,44.15,45.95,46.62,43.7,15411760,4.077,2.92,13.75,1,0.968,1,34.49,90.31
2003-10-14,45.95,46.56,46.79,45.04,4957672,1.3275,1.75,33.6,0,0.002,1,5.81,118.24
2003-10-15,46.56,45.81,47.67,45.31,2363441,-1.6108,2.36,19.39,0,-0.665,1,67.11,86.22
2003-10-16,45.81,46.37,48.64,44.49,9325787,1.2224,4.15,11.66,0,-0.802,1,51.38,93.33
2003-10-17,46.37,46.18,47.06,45.8,3099939,-0.4097,1.26,46.41,1,-0.768,0,92.29,88.71
2003-10-20,46.18,47.28,48.84,45.2,15251245,2.382,3.64,37.28,0,0.722,0,30.11,117.72
2003-10-21,47.28,47.13,47.57,46.77,17419452,-0.3173,0.8,45.14,1,-0.219,1,77.23,118.74
2003-10-22,47.13,45.84,47.66,45.12,10137834,-2.7371,2.54,29.63,0,0.123,0,1.44,80.82
2003-10-23,45.84,45.52,46.93,44.67,16789116,-0.6981,2.26,45.16,1,0.818,0,76.03,90.67
2003-10-24,45.52,45.77,46.81,44.63,12188017,0.5492,2.18,38.48,0,0.945,1,29.6,92.48
2003-10-27,45.77,45.59,46.0,45.29,11571851,-0.3933,0.71,39.92,1,0.79,1,65.03,94.98
2003-10-28,45.59,45.6,45.62,44.23,5070943,0.0219,1.39,23.81,0,0.116,0,45.12,88.02
2003-10-29,45.6,46.55,47.86,43.63,13646985,2.0833,4.23,24.68,0,-0.688,0,43.71,88.65
